"","Kingdom","Phylum","Class","Order","Family","Genus"
"ASV15135","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae",NA
"ASV15136","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV15137","Bacteria","Myxococcota",NA,NA,NA,NA
"ASV15138","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"ASV15139","Bacteria","Planctomycetota","Phycisphaerae","CCM11a",NA,NA
"ASV15140","Bacteria","Armatimonadota","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae",NA
"ASV15141","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales",NA,NA
"ASV15142","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV15143","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15144","Bacteria","Cyanobacteria","Cyanobacteriia","Synechococcales","Cyanobiaceae","Cyanobium PCC-6307"
"ASV15145","Bacteria","Myxococcota","Myxococcia","Myxococcales","Myxococcaceae","P3OB-42"
"ASV15146","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV15147","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV15148","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV15149","Bacteria","Actinobacteriota","Actinobacteria",NA,NA,NA
"ASV15150","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV15151","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella"
"ASV15152","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Zavarzinella"
"ASV15153","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV15154","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Schlesneriaceae","Planctopirus"
"ASV15155","Bacteria","Cyanobacteria","Vampirivibrionia","Obscuribacterales","Obscuribacteraceae",NA
"ASV15156","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Runella"
"ASV15157","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir1 lineage"
"ASV15158","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Candidatus Anammoximicrobium"
"ASV15159","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"ASV15160","Bacteria","Firmicutes","Clostridia","Oscillospirales","Oscillospiraceae","Sporobacter"
"ASV15161","Bacteria","Acidobacteriota",NA,NA,NA,NA
"ASV15162","Bacteria","Acidobacteriota","Thermoanaerobaculia","Thermoanaerobaculales","Thermoanaerobaculaceae","Subgroup 10"
"ASV15163","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylomonadaceae","Crenothrix"
"ASV15164","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA
"ASV15165","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA
"ASV15166","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Bacteriovorax"
"ASV15167","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV15168","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae","Aquicella"
"ASV15169","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV15170","Bacteria","Chloroflexi","Anaerolineae",NA,NA,NA
"ASV15171","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"ASV15172","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","CL500-3"
"ASV15173","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Stenotrophobacter"
"ASV15174","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV15175","Bacteria","Planctomycetota","vadinHA49",NA,NA,NA
"ASV15176","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA
"ASV15177","Bacteria","FCPU426",NA,NA,NA,NA
"ASV15178","Bacteria","Armatimonadota","Chthonomonadetes","Chthonomonadales",NA,NA
"ASV15179","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","Chloronema"
"ASV15180","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV15181","Archaea","Halobacterota","Methanomicrobia","Methanomicrobiales","Methanospirillaceae","Methanospirillum"
"ASV15182","Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Rhodovastum"
"ASV15183","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV15184","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Nonomuraea"
"ASV15185","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Ruminiclostridium"
"ASV15186","Bacteria","Planctomycetota","Pla3 lineage",NA,NA,NA
"ASV15187","Bacteria","Desulfobacterota","Syntrophobacteria","Syntrophobacterales",NA,NA
"ASV15188","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15189","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"ASV15190","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales",NA,NA
"ASV15191","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales",NA,NA
"ASV15192","Bacteria","Elusimicrobiota","Elusimicrobia","MVP-88",NA,NA
"ASV15193","Bacteria",NA,NA,NA,NA,NA
"ASV15194","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV15195","Bacteria","Bacteroidota","Kapabacteria","Kapabacteriales",NA,NA
"ASV15196","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15197","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Fimbriiglobus"
"ASV15198","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Dysgonomonadaceae",NA
"ASV15199","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales",NA,NA
"ASV15200","Bacteria","Planctomycetota","vadinHA49",NA,NA,NA
"ASV15201","Bacteria","Actinobacteriota","Actinobacteria","Streptosporangiales","Streptosporangiaceae","Planotetraspora"
"ASV15202","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV15203","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV15204","Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Microbacteriaceae",NA
"ASV15205","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV15206","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospiraceae",NA
"ASV15207","Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)",NA,NA
"ASV15208","Bacteria",NA,NA,NA,NA,NA
"ASV15209","Archaea","Halobacterota","Methanosarcinia","Methanosarciniales","Methanosarcinaceae","Methanomethylovorans"
"ASV15210","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae",NA
"ASV15211","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"ASV15212","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15213","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV15214","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15215","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes BD2-2",NA
"ASV15216","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV15217","Bacteria","Patescibacteria","Saccharimonadia","Saccharimonadales","Saccharimonadaceae","TM7a"
"ASV15218","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV15219","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15220","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15221","Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"ASV15222","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15223","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"ASV15224","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV15225","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","Azospirillales Incertae Sedis","Stella"
"ASV15226","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"ASV15227","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","Solirubrobacteraceae","Parviterribacter"
"ASV15228","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Roseiflexaceae",NA
"ASV15229","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae",NA
"ASV15230","Bacteria","Acidobacteriota","Acidobacteriae","Elev-16S-1166",NA,NA
"ASV15231","Bacteria","Actinobacteriota","Actinobacteria","Frankiales",NA,NA
"ASV15232","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","NS11-12 marine group",NA
"ASV15233","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15234","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae",NA
"ASV15235","Bacteria","Acidobacteriota","Subgroup 25",NA,NA,NA
"ASV15236","Bacteria","Acidobacteriota","Acidobacteriae","Bryobacterales","Bryobacteraceae","Bryobacter"
"ASV15237","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Polyangium"
"ASV15238","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","LD29"
"ASV15239","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV15240","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV15241","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV15242","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae",NA
"ASV15243","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15244","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","env.OPS 17",NA
"ASV15245","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15246","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV15247","Bacteria","Chloroflexi","OLB14",NA,NA,NA
"ASV15248","Bacteria","Planctomycetota","Planctomycetes","Planctomycetales","Gimesiaceae",NA
"ASV15249","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"ASV15250","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"ASV15251","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV15252","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV15253","Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"ASV15254","Bacteria","Firmicutes","Clostridia","Peptococcales","Peptococcaceae",NA
"ASV15255","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"ASV15256","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"ASV15257","Bacteria","Firmicutes","Clostridia","Oscillospirales","Hungateiclostridiaceae","Hungateiclostridium"
"ASV15258","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV15259","Bacteria","Acidobacteriota","Blastocatellia","DS-100",NA,NA
"ASV15260","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV15261","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae",NA
"ASV15262","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV15263","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV15264","Bacteria",NA,NA,NA,NA,NA
"ASV15265","Bacteria","Planctomycetota","Phycisphaerae","S-70",NA,NA
"ASV15266","Bacteria","Planctomycetota",NA,NA,NA,NA
"ASV15267","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Roseimicrobium"
"ASV15268","Bacteria","Myxococcota","Polyangia","Haliangiales","Haliangiaceae","Haliangium"
"ASV15269","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV15270","Bacteria","Proteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella"
"ASV15271","Bacteria","Bacteroidota","Ignavibacteria","SJA-28",NA,NA
"ASV15272","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV15273","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"ASV15274","Bacteria","Latescibacterota",NA,NA,NA,NA
"ASV15275","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV15276","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"ASV15277","Bacteria","Actinobacteriota","Actinobacteria","Frankiales","Acidothermaceae","Acidothermus"
"ASV15278","Bacteria","Proteobacteria","Alphaproteobacteria","Paracaedibacterales","Paracaedibacteraceae","Candidatus Captivus"
"ASV15279","Bacteria","Cyanobacteria","Sericytochromatia",NA,NA,NA
"ASV15280","Bacteria","Proteobacteria","Gammaproteobacteria","Methylococcales","Methylococcaceae","Candidatus Methylospira"
"ASV15281","Bacteria","Chloroflexi","JG30-KF-CM66",NA,NA,NA
"ASV15282","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales",NA,NA
"ASV15283","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Xiphinematobacteraceae","Candidatus Xiphinematobacter"
"ASV15284","Bacteria","Chloroflexi","Anaerolineae","SBR1031",NA,NA
"ASV15285","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV15286","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV15287","Bacteria","Patescibacteria","Berkelbacteria",NA,NA,NA
"ASV15288","Bacteria","Acidobacteriota","Subgroup 5",NA,NA,NA
"ASV15289","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae","Singulisphaera"
"ASV15290","Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales",NA,NA
"ASV15291","Bacteria","Armatimonadota",NA,NA,NA,NA
"ASV15292","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15293","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"ASV15294","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV15295","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","Ellin6067"
"ASV15296","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV15297","Bacteria","Planctomycetota","Planctomycetes","Isosphaerales","Isosphaeraceae",NA
"ASV15298","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2"
"ASV15299","Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Ilumatobacteraceae",NA
"ASV15300","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales Incertae Sedis","Nordella"
"ASV15301","Bacteria","Proteobacteria","Alphaproteobacteria","Tistrellales","Geminicoccaceae",NA
"ASV15302","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Pir4 lineage"
"ASV15303","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"ASV15304","Bacteria","Planctomycetota","Planctomycetes","Pirellulales","Pirellulaceae","Blastopirellula"
"ASV15305","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae","Gemmata"
"ASV15306","Bacteria","Firmicutes",NA,NA,NA,NA
"ASV15307","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV15308","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA
"ASV15309","Bacteria","Myxococcota","Polyangia","mle1-27",NA,NA
"ASV15310","Bacteria","Sumerlaeota","Sumerlaeia","Sumerlaeales","Sumerlaeaceae","Sumerlaea"
"ASV15311","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b",NA
"ASV15312","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Nitrobacter"
"ASV15313","Bacteria","Nitrospinota","P9X2b3D02",NA,NA,NA
"ASV15314","Bacteria","Planctomycetota","Phycisphaerae","Phycisphaerales","Phycisphaeraceae","SM1A02"
"ASV15315","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae",NA
"ASV15316","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"ASV15317","Bacteria","Planctomycetota",NA,NA,NA,NA
"ASV15318","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 17",NA,NA
"ASV15319","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquincola"
"ASV15320","Bacteria","Chloroflexi","KD4-96",NA,NA,NA
"ASV15321","Bacteria","Acidobacteriota","AT-s3-28",NA,NA,NA
"ASV15322","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15323","Bacteria","Acidobacteriota","Blastocatellia","Blastocatellales","Blastocatellaceae","Blastocatella"
"ASV15324","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV15325","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Pseudolabrys"
"ASV15326","Bacteria","Actinobacteriota","Acidimicrobiia",NA,NA,NA
"ASV15327","Bacteria","Chloroflexi","Chloroflexia","Chloroflexales","Chloroflexaceae","FFCH7168"
"ASV15328","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae",NA
"ASV15329","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"ASV15330","Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales",NA,NA
"ASV15331","Bacteria",NA,NA,NA,NA,NA
"ASV15332","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales",NA,NA
"ASV15333","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Verrucomicrobiaceae","Prosthecobacter"
"ASV15334","Bacteria","Actinobacteriota","Thermoleophilia","Gaiellales",NA,NA
"ASV15335","Bacteria","Proteobacteria","Gammaproteobacteria","Diplorickettsiales","Diplorickettsiaceae",NA
"ASV15336","Bacteria","Verrucomicrobiota","Lentisphaeria","Victivallales",NA,NA
"ASV15337","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales",NA,NA
"ASV15338","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14"
"ASV15339","Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Spirosomaceae","Emticicia"
"ASV15340","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"ASV15341","Bacteria","Proteobacteria","Gammaproteobacteria",NA,NA,NA
"ASV15342","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","RBG-16-58-14"
"ASV15343","Bacteria","Acidobacteriota","Vicinamibacteria","Subgroup 9",NA,NA
"ASV15344","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","[Eubacterium] brachy group"
"ASV15345","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae",NA
"ASV15346","Bacteria","Patescibacteria","CPR2",NA,NA,NA
"ASV15347","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"ASV15348","Bacteria","Actinobacteriota","Actinobacteria",NA,NA,NA
"ASV15349","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Spongiibacteraceae","BD1-7 clade"
"ASV15350","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"ASV15351","Bacteria","Chloroflexi","Anaerolineae","RBG-13-54-9",NA,NA
"ASV15352","Bacteria","Actinobacteriota","Thermoleophilia","Solirubrobacterales","67-14",NA
"ASV15353","Bacteria","Acidobacteriota","Vicinamibacteria","Vicinamibacterales","Vicinamibacteraceae","Luteitalea"
"ASV15354","Bacteria","Chloroflexi","Dehalococcoidia","S085",NA,NA
"ASV15355","Bacteria","Acidobacteriota","Acidobacteriae","Acidobacteriales","Acidobacteriaceae (Subgroup 1)","Occallatibacter"
"ASV15356","Bacteria","Acidobacteriota","Subgroup 22",NA,NA,NA
"ASV15357","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Oikopleura"
"ASV15358","Bacteria","Actinobacteriota","Acidimicrobiia","IMCC26256",NA,NA
"ASV15359","Bacteria","Planctomycetota","Planctomycetes","Gemmatales","Gemmataceae",NA
"ASV15360","Bacteria","Bdellovibrionota","Oligoflexia","0319-6G20",NA,NA
"ASV15361","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"ASV15362","Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
